ccaa,complete_80,pop_80,perc_80,complete_70,pop_70,perc_70,complete_60,perc_60,complete_50,pop_50,perc_50,complete_25,pop_25,perc_25,complete_18,pop_18,perc_18,complete_16,pop_16,perc_16,complete_total,pop_total,perc_total,fecha
"Asturias","60.656","87.826","69,1%","4.020","149.652","3,7%","10.630","7,1%","14.155","162.645","8,7%","21.878","322.095","6,8%","2.439","54.179","4,5%","28","15.563","0,2%","113.806","901.209","12,6%","2021-04-18T22:00:00.000Z"
"Asturias","61.802","87.826","70,4%","4.041","149.652","3,7%","10.677","7,1%","14.199","162.645","8,7%","21.920","322.095","6,8%","2.442","54.179","4,5%","28","15.563","0,2%","115.109","901.209","12,8%","2021-04-19T22:00:00.000Z"
"Asturias","65.074","87.826","74,1%","4.137","149.652","3,8%","10.813","7,2%","14.287","162.645","8,8%","22.015","322.095","6,8%","2.446","54.179","4,5%","29","15.563","0,2%","118.801","901.209","13,2%","2021-04-20T22:00:00.000Z"
"Asturias","68.545","87.826","78,0%","4.225","149.652","3,9%","10.945","7,3%","14.335","162.645","8,8%","22.060","322.095","6,8%","2.468","54.179","4,6%","29","15.563","0,2%","122.607","901.209","13,6%","2021-04-21T22:00:00.000Z"
"Asturias","70.529","87.826","80,3%","4.440","149.652","4,1%","10.986","7,3%","14.364","162.645","8,8%","22.113","322.095","6,9%","2.495","54.179","4,6%","29","15.563","0,2%","124.956","901.209","13,9%","2021-04-22T22:00:00.000Z"
"Asturias","71.371","87.826","81,3%","6.295","149.652","5,8%","10.999","7,3%","14.378","162.645","8,8%","22.126","322.095","6,9%","2.499","54.179","4,6%","29","15.563","0,2%","127.697","901.209","14,2%","2021-04-25T22:00:00.000Z"
"Asturias","73.794","87.826","84,0%","6.611","149.652","6,1%","11.092","7,4%","14.460","162.645","8,9%","22.229","322.095","6,9%","2.504","54.179","4,6%","29","15.563","0,2%","130.719","901.209","14,5%","2021-04-26T22:00:00.000Z"
"Asturias","77.658","87.826","88,4%","8.322","149.652","7,6%","11.131","7,4%","14.509","162.645","8,9%","22.275","322.095","6,9%","2.506","54.179","4,6%","29","15.563","0,2%","136.430","901.209","15,1%","2021-04-27T22:00:00.000Z"
"Asturias","80.194","87.826","91,3%","13.182","149.652","12,1%","11.233","7,5%","14.597","162.645","9,0%","22.336","322.095","6,9%","2.513","54.179","4,6%","29","15.563","0,2%","144.084","901.209","16,0%","2021-04-28T22:00:00.000Z"
"Asturias","81.372","87.826","92,7%","19.535","149.652","17,9%","11.394","7,6%","14.729","162.645","9,1%","22.492","322.095","7,0%","2.540","54.179","4,7%","29","15.563","0,2%","152.091","901.209","16,9%","2021-04-29T22:00:00.000Z"
"Asturias","82.888","87.826","94,4%","31.929","149.652","29,2%","11.785","7,9%","15.015","162.645","9,2%","22.787","322.095","7,1%","2.604","54.179","4,8%","32","15.563","0,2%","167.040","901.209","18,5%","2021-05-02T22:00:00.000Z"
"Asturias","83.314","87.826","94,9%","35.719","149.652","32,7%","11.832","7,9%","15.087","162.645","9,3%","22.884","322.095","7,1%","2.617","54.179","4,8%","33","15.563","0,2%","171.486","901.209","19,0%","2021-05-03T22:00:00.000Z"
"Asturias","83.792","87.826","95,4%","42.003","149.652","38,4%","11.901","8,0%","15.173","162.645","9,3%","23.033","322.095","7,2%","2.650","54.179","4,9%","33","15.563","0,2%","178.585","901.209","19,8%","2021-05-04T22:00:00.000Z"
"Asturias","83.950","87.826","95,6%","45.867","149.652","42,0%","11.932","8,0%","15.241","162.645","9,4%","23.156","322.095","7,2%","2.720","54.179","5,0%","33","15.563","0,2%","182.899","901.209","20,3%","2021-05-05T22:00:00.000Z"
"Asturias","84.245","87.826","95,9%","49.509","149.652","45,3%","12.117","8,1%","15.366","162.645","9,4%","23.261","322.095","7,2%","2.738","54.179","5,1%","35","15.563","0,2%","187.271","901.209","20,8%","2021-05-06T22:00:00.000Z"
"Asturias","84.605","87.826","96,3%","56.354","149.652","51,6%","12.227","8,2%","15.793","162.645","9,7%","24.030","322.095","7,5%","2.854","54.179","5,3%","35","15.563","0,2%","195.898","901.209","21,7%","2021-05-09T22:00:00.000Z"
"Asturias","84.704","87.826","96,4%","60.075","149.652","55,0%","12.506","8,4%","16.061","162.645","9,9%","24.325","322.095","7,6%","2.876","54.179","5,3%","35","15.563","0,2%","200.582","901.209","22,3%","2021-05-10T22:00:00.000Z"
"Asturias","84.780","87.826","96,5%","65.635","149.652","60,1%","12.769","8,5%","16.267","162.645","10,0%","24.815","322.095","7,7%","2.920","54.179","5,4%","35","15.563","0,2%","207.221","901.209","23,0%","2021-05-11T22:00:00.000Z"
"Asturias","84.946","87.826","96,7%","70.183","149.652","64,2%","12.978","8,7%","16.973","162.645","10,4%","25.958","322.095","8,1%","3.003","54.179","5,5%","35","15.563","0,2%","214.076","901.209","23,8%","2021-05-12T22:00:00.000Z"
"Asturias","85.049","87.826","96,8%","73.005","149.652","66,8%","13.227","8,8%","17.736","162.645","10,9%","27.479","322.095","8,5%","3.085","54.179","5,7%","35","15.563","0,2%","219.616","901.209","24,4%","2021-05-13T22:00:00.000Z"
"Asturias","85.362","87.826","97,2%","78.380","149.652","71,7%","13.657","9,1%","19.139","162.645","11,8%","30.466","322.095","9,5%","3.322","54.179","6,1%","35","15.563","0,2%","230.361","901.209","25,6%","2021-05-16T22:00:00.000Z"
"Asturias","85.400","87.826","97,2%","80.454","149.652","73,6%","13.801","9,2%","19.175","162.645","11,8%","30.736","322.095","9,5%","3.332","54.179","6,1%","35","15.563","0,2%","232.933","901.209","25,8%","2021-05-17T22:00:00.000Z"
"Asturias","85.493","87.826","97,3%","85.968","149.652","78,7%","13.932","9,3%","19.270","162.645","11,8%","31.593","322.095","9,8%","3.404","54.179","6,3%","35","15.563","0,2%","239.695","901.209","26,6%","2021-05-18T22:00:00.000Z"
"Asturias","85.593","87.826","97,5%","89.985","149.652","82,4%","14.001","9,4%","19.366","162.645","11,9%","32.299","322.095","10,0%","3.436","54.179","6,3%","35","15.563","0,2%","244.715","901.209","27,2%","2021-05-19T22:00:00.000Z"
"Asturias","85.676","87.826","97,6%","92.812","149.652","85,0%","14.268","9,5%","19.552","162.645","12,0%","32.588","322.095","10,1%","3.457","54.179","6,4%","36","15.563","0,2%","248.389","901.209","27,6%","2021-05-20T22:00:00.000Z"
"Asturias","85.835","87.826","97,7%","96.193","149.652","88,0%","15.310","10,2%","19.910","162.645","12,2%","33.333","322.095","10,3%","3.696","54.179","6,8%","36","15.563","0,2%","254.313","901.209","28,2%","2021-05-23T22:00:00.000Z"
"Asturias","85.894","87.826","97,8%","97.268","149.652","89,0%","16.762","11,2%","20.047","162.645","12,3%","33.625","322.095","10,4%","3.732","54.179","6,9%","36","15.563","0,2%","257.364","901.209","28,6%","2021-05-24T22:00:00.000Z"
"Asturias","86.003","87.826","97,9%","98.127","149.652","89,8%","18.605","12,4%","20.480","162.645","12,6%","33.956","322.095","10,5%","3.757","54.179","6,9%","36","15.563","0,2%","260.964","901.209","29,0%","2021-05-25T22:00:00.000Z"
"Asturias","86.082","87.826","98,0%","99.368","149.652","91,0%","20.004","13,4%","20.794","162.645","12,8%","34.152","322.095","10,6%","3.779","54.179","7,0%","36","15.563","0,2%","264.215","901.209","29,3%","2021-05-26T22:00:00.000Z"
"Asturias","86.124","87.826","98,1%","102.029","149.652","93,4%","21.872","14,6%","20.862","162.645","12,8%","34.247","322.095","10,6%","3.796","54.179","7,0%","36","15.563","0,2%","268.966","901.209","29,8%","2021-05-27T22:00:00.000Z"
"Asturias","86.271","87.826","98,2%","105.464","149.652","96,5%","24.560","16,4%","22.484","162.645","13,8%","35.098","322.095","10,9%","3.881","54.179","7,2%","38","15.563","0,2%","277.796","901.209","30,8%","2021-05-30T22:00:00.000Z"
"Asturias","86.311","87.826","98,3%","106.305","149.652","97,3%","25.570","17,1%","25.932","162.645","15,9%","35.317","322.095","11,0%","3.917","54.179","7,2%","38","15.563","0,2%","283.390","901.209","31,4%","2021-05-31T22:00:00.000Z"
"Asturias","86.343","87.826","98,3%","107.027","149.652","98,0%","27.156","18,1%","28.897","162.645","17,8%","35.365","322.095","11,0%","3.920","54.179","7,2%","38","15.563","0,2%","288.746","901.209","32,0%","2021-06-01T22:00:00.000Z"
"Asturias","86.418","87.826","98,4%","107.666","149.652","98,6%","28.083","18,8%","34.154","162.645","21,0%","35.535","322.095","11,0%","3.978","54.179","7,3%","38","15.563","0,2%","295.872","901.209","32,8%","2021-06-02T22:00:00.000Z"
"Asturias","88.138","100,0%","112.734","100,0%","76,3%","91,4%","124.046","27.016","16,2%","20.557","13,3%","4.641","8,6%","54","0,3%","514.030","901.209","57,0%",,,,,,"2021-06-03T22:00:00.000Z"
"Baleares","12.403","49.542","25,0%","2.088","117.231","2,6%","4.856","4,1%","7.551","165.797","4,6%","17.352","464.054","3,7%","1.229","85.839","1,4%","30","23.300","0,1%","45.509","986.279","4,6%","2021-03-30T22:00:00.000Z"
"Baleares","12.403","49.542","25,0%","2.088","117.231","2,6%","4.856","4,1%","7.551","165.797","4,6%","17.352","464.054","3,7%","1.229","85.839","1,4%","30","23.300","0,1%","45.509","986.279","4,6%","2021-03-31T22:00:00.000Z"
"Baleares","15.955","49.542","32,2%","2.112","117.231","2,6%","4.915","4,2%","7.585","165.797","4,6%","17.405","464.054","3,8%","1.232","85.839","1,4%","30","23.300","0,1%","49.234","986.279","5,0%","2021-04-02T22:00:00.000Z"
"Baleares","16.073","49.542","32,4%","2.113","117.231","2,6%","4.915","4,2%","7.585","165.797","4,6%","17.406","464.054","3,8%","1.232","85.839","1,4%","30","23.300","0,1%","49.354","986.279","5,0%","2021-04-04T22:00:00.000Z"
"Baleares","16.151","49.542","32,6%","2.113","117.231","2,6%","4.915","4,2%","7.586","165.797","4,6%","17.406","464.054","3,8%","1.232","85.839","1,4%","30","23.300","0,1%","49.433","986.279","5,0%","2021-04-05T22:00:00.000Z"
"Baleares","17.483","49.542","35,3%","2.179","117.231","2,7%","4.951","4,2%","7.619","165.797","4,6%","17.445","464.054","3,8%","1.236","85.839","1,4%","30","23.300","0,1%","50.943","986.279","5,2%","2021-04-06T22:00:00.000Z"
"Baleares","19.878","49.542","40,1%","2.198","117.231","2,7%","4.976","4,2%","7.626","165.797","4,6%","17.474","464.054","3,8%","1.240","85.839","1,4%","30","23.300","0,1%","53.422","986.279","5,4%","2021-04-07T22:00:00.000Z"
"Baleares","21.415","49.542","43,2%","2.207","117.231","2,7%","4.999","4,3%","7.640","165.797","4,6%","17.527","464.054","3,8%","1.242","85.839","1,4%","30","23.300","0,1%","55.060","986.279","5,6%","2021-04-08T22:00:00.000Z"
"Baleares","23.105","49.542","46,6%","2.226","117.231","2,8%","5.023","4,3%","7.667","165.797","4,6%","17.602","464.054","3,8%","1.258","85.839","1,5%","30","23.300","0,1%","56.911","986.279","5,8%","2021-04-11T22:00:00.000Z"
"Baleares","23.114","49.542","46,7%","2.227","117.231","2,8%","5.025","4,3%","7.670","165.797","4,6%","17.613","464.054","3,8%","1.259","85.839","1,5%","30","23.300","0,1%","56.938","986.279","5,8%","2021-04-12T22:00:00.000Z"
"Baleares","23.743","49.542","47,9%","2.231","117.231","2,8%","5.030","4,3%","7.672","165.797","4,6%","17.615","464.054","3,8%","1.261","85.839","1,5%","30","23.300","0,1%","57.582","986.279","5,8%","2021-04-13T22:00:00.000Z"
"Baleares","25.661","49.542","51,8%","2.254","117.231","2,8%","5.078","4,3%","7.716","165.797","4,7%","17.703","464.054","3,8%","1.271","85.839","1,5%","30","23.300","0,1%","59.713","986.279","6,1%","2021-04-14T22:00:00.000Z"
"Baleares","27.368","49.542","55,2%","2.265","117.231","2,8%","5.106","4,4%","7.757","165.797","4,7%","17.814","464.054","3,8%","1.280","85.839","1,5%","30","23.300","0,1%","61.620","986.279","6,2%","2021-04-15T22:00:00.000Z"
"Baleares","29.079","49.542","58,7%","2.292","117.231","2,8%","5.138","4,4%","7.805","165.797","4,7%","18.066","464.054","3,9%","1.314","85.839","1,5%","31","23.300","0,1%","63.725","986.279","6,5%","2021-04-18T22:00:00.000Z"
"Baleares","29.357","49.542","59,3%","2.299","117.231","2,9%","5.144","4,4%","7.811","165.797","4,7%","18.093","464.054","3,9%","1.314","85.839","1,5%","31","23.300","0,1%","64.049","986.279","6,5%","2021-04-19T22:00:00.000Z"
"Baleares","31.785","49.542","64,2%","2.305","117.231","2,9%","5.155","4,4%","7.820","165.797","4,7%","18.102","464.054","3,9%","1.316","85.839","1,5%","31","23.300","0,1%","66.514","986.279","6,7%","2021-04-20T22:00:00.000Z"
"Baleares","34.210","49.542","69,1%","2.323","117.231","2,9%","5.167","4,4%","7.837","165.797","4,7%","18.124","464.054","3,9%","1.317","85.839","1,5%","31","23.300","0,1%","69.009","986.279","7,0%","2021-04-21T22:00:00.000Z"
"Baleares","35.425","49.542","71,5%","2.405","117.231","3,0%","5.168","4,4%","7.837","165.797","4,7%","18.126","464.054","3,9%","1.318","85.839","1,5%","31","23.300","0,1%","70.310","986.279","7,1%","2021-04-22T22:00:00.000Z"
"Baleares","36.498","49.542","73,7%","6.111","117.231","7,6%","5.171","4,4%","7.840","165.797","4,7%","18.139","464.054","3,9%","1.321","85.839","1,5%","31","23.300","0,1%","75.111","986.279","7,6%","2021-04-25T22:00:00.000Z"
"Baleares","36.755","49.542","74,2%","6.152","117.231","7,6%","5.171","4,4%","7.842","165.797","4,7%","18.145","464.054","3,9%","1.322","85.839","1,5%","31","23.300","0,1%","75.418","986.279","7,6%","2021-04-26T22:00:00.000Z"
"Baleares","38.088","49.542","76,9%","6.502","117.231","8,1%","5.178","4,4%","7.844","165.797","4,7%","18.150","464.054","3,9%","1.322","85.839","1,5%","31","23.300","0,1%","77.115","986.279","7,8%","2021-04-27T22:00:00.000Z"
"Baleares","40.716","49.542","82,2%","7.985","117.231","9,9%","5.199","4,4%","7.860","165.797","4,7%","18.183","464.054","3,9%","1.322","85.839","1,5%","31","23.300","0,1%","81.296","986.279","8,2%","2021-04-28T22:00:00.000Z"
"Baleares","43.085","49.542","87,0%","10.710","117.231","13,3%","5.204","4,4%","7.871","165.797","4,7%","18.218","464.054","3,9%","1.323","85.839","1,5%","31","23.300","0,1%","86.442","986.279","8,8%","2021-04-29T22:00:00.000Z"
"Baleares","45.513","49.542","91,9%","17.411","117.231","21,6%","5.276","4,5%","7.969","165.797","4,8%","18.409","464.054","4,0%","1.340","85.839","1,6%","32","23.300","0,1%","95.950","986.279","9,7%","2021-05-02T22:00:00.000Z"
"Baleares","46.156","49.542","93,2%","19.834","117.231","24,6%","5.293","4,5%","7.974","165.797","4,8%","18.444","464.054","4,0%","1.344","85.839","1,6%","32","23.300","0,1%","99.077","986.279","10,0%","2021-05-03T22:00:00.000Z"
"Baleares","46.483","49.542","93,8%","22.499","117.231","27,9%","5.314","4,5%","7.990","165.797","4,8%","18.469","464.054","4,0%","1.347","85.839","1,6%","32","23.300","0,1%","102.134","986.279","10,4%","2021-05-04T22:00:00.000Z"
"Baleares","46.800","49.542","94,5%","26.198","117.231","32,5%","5.424","4,6%","8.083","165.797","4,9%","18.558","464.054","4,0%","1.351","85.839","1,6%","32","23.300","0,1%","106.446","986.279","10,8%","2021-05-05T22:00:00.000Z"
"Baleares","47.019","49.542","94,9%","30.188","117.231","37,5%","5.527","4,7%","8.165","165.797","4,9%","18.642","464.054","4,0%","1.355","85.839","1,6%","32","23.300","0,1%","110.928","986.279","11,2%","2021-05-06T22:00:00.000Z"
"Baleares","47.372","49.542","95,6%","36.266","117.231","45,0%","5.708","4,9%","8.290","165.797","5,0%","18.759","464.054","4,0%","1.371","85.839","1,6%","32","23.300","0,1%","117.798","986.279","11,9%","2021-05-09T22:00:00.000Z"
"Baleares","47.405","49.542","95,7%","37.558","117.231","46,6%","5.738","4,9%","8.313","165.797","5,0%","18.768","464.054","4,0%","1.371","85.839","1,6%","32","23.300","0,1%","119.185","986.279","12,1%","2021-05-10T22:00:00.000Z"
"Baleares","47.533","49.542","95,9%","40.082","117.231","49,8%","5.780","4,9%","8.336","165.797","5,0%","18.793","464.054","4,0%","1.375","85.839","1,6%","32","23.300","0,1%","121.931","986.279","12,4%","2021-05-11T22:00:00.000Z"
"Baleares","47.769","49.542","96,4%","43.904","117.231","54,5%","5.886","5,0%","8.408","165.797","5,1%","18.858","464.054","4,1%","1.376","85.839","1,6%","32","23.300","0,1%","126.233","986.279","12,8%","2021-05-12T22:00:00.000Z"
"Baleares","47.890","49.542","96,7%","47.799","117.231","59,4%","6.009","5,1%","8.486","165.797","5,1%","18.915","464.054","4,1%","1.380","85.839","1,6%","32","23.300","0,1%","130.511","986.279","13,2%","2021-05-13T22:00:00.000Z"
"Baleares","48.038","49.542","97,0%","52.737","117.231","65,5%","6.081","5,2%","8.563","165.797","5,2%","18.981","464.054","4,1%","1.384","85.839","1,6%","32","23.300","0,1%","135.816","986.279","13,8%","2021-05-16T22:00:00.000Z"
"Baleares","48.084","49.542","97,1%","53.729","117.231","66,7%","6.088","5,2%","8.574","165.797","5,2%","19.001","464.054","4,1%","1.386","85.839","1,6%","32","23.300","0,1%","136.894","986.279","13,9%","2021-05-17T22:00:00.000Z"
"Baleares","48.155","49.542","97,2%","54.460","117.231","67,6%","6.105","5,2%","8.592","165.797","5,2%","19.025","464.054","4,1%","1.388","85.839","1,6%","32","23.300","0,1%","137.757","986.279","14,0%","2021-05-18T22:00:00.000Z"
"Baleares","48.226","49.542","97,3%","56.152","117.231","69,7%","6.225","5,3%","8.753","165.797","5,3%","19.186","464.054","4,1%","1.391","85.839","1,6%","32","23.300","0,1%","139.965","986.279","14,2%","2021-05-19T22:00:00.000Z"
"Baleares","48.281","49.542","97,5%","57.349","117.231","71,2%","6.284","5,4%","8.819","165.797","5,3%","19.262","464.054","4,2%","1.398","85.839","1,6%","33","23.300","0,1%","141.426","986.279","14,3%","2021-05-20T22:00:00.000Z"
"Baleares","48.398","49.542","97,7%","60.417","117.231","75,0%","6.442","5,5%","9.368","165.797","5,7%","20.332","464.054","4,4%","1.502","85.839","1,7%","35","23.300","0,2%","146.494","986.279","14,9%","2021-05-23T22:00:00.000Z"
"Baleares","48.419","49.542","97,7%","60.928","117.231","75,7%","6.458","5,5%","9.675","165.797","5,8%","20.358","464.054","4,4%","1.504","85.839","1,8%","35","23.300","0,2%","147.377","986.279","14,9%","2021-05-24T22:00:00.000Z"
"Baleares","48.545","49.542","98,0%","62.766","117.231","78,0%","6.503","5,5%","10.207","165.797","6,2%","20.419","464.054","4,4%","1.522","85.839","1,8%","35","23.300","0,2%","149.997","986.279","15,2%","2021-05-25T22:00:00.000Z"
"Baleares","48.725","49.542","98,4%","65.880","117.231","81,8%","6.640","5,7%","10.830","165.797","6,5%","20.694","464.054","4,5%","1.552","85.839","1,8%","35","23.300","0,2%","154.356","986.279","15,7%","2021-05-26T22:00:00.000Z"
"Baleares","48.838","49.542","98,6%","68.071","117.231","84,5%","6.711","5,7%","12.395","165.797","7,5%","21.032","464.054","4,5%","1.569","85.839","1,8%","35","23.300","0,2%","158.651","986.279","16,1%","2021-05-27T22:00:00.000Z"
"Baleares","48.890","49.542","98,7%","68.807","117.231","85,5%","6.931","5,9%","14.123","165.797","8,5%","21.168","464.054","4,6%","1.579","85.839","1,8%","35","23.300","0,2%","161.533","986.279","16,4%","2021-05-30T22:00:00.000Z"
"Baleares","48.908","49.542","98,7%","69.220","117.231","86,0%","6.956","5,9%","14.556","165.797","8,8%","21.233","464.054","4,6%","1.583","85.839","1,8%","35","23.300","0,2%","162.491","986.279","16,5%","2021-05-31T22:00:00.000Z"
"Baleares","48.960","49.542","98,8%","69.808","117.231","86,7%","6.989","6,0%","14.961","165.797","9,0%","21.307","464.054","4,6%","1.595","85.839","1,9%","36","23.300","0,2%","163.656","986.279","16,6%","2021-06-01T22:00:00.000Z"
"Baleares","49.041","49.542","99,0%","70.872","117.231","88,0%","7.038","6,0%","17.049","165.797","10,3%","22.032","464.054","4,7%","1.641","85.839","1,9%","36","23.300","0,2%","167.709","986.279","17,0%","2021-06-02T22:00:00.000Z"
